name,ile_pat
SOBIAK STANISLAW,3
SOBCZUK CZESLAW,3
INST OF POLYMERS AND CARBON MA,3
ROM MONIKA,3
LSA SPOLKA Z ORGANICZONA ODPOWIEDZIALNOSCIA,3
BLACHOTRAPEZ SP Z O O,3
ZUREK MACIEJ,3
SYGUDA ANNA,3
PELLASX SPOLKA Z O O SPOLKA KOMMANDYTOWA,3
MILCZAREK SLAWOMIR,3
MONIUSZKO GRZEGORZ,3
WYSOCKA MALGORZATA,3
SUPERSNOW SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,3
ZAKL FARMACEUTYCZNE POLPHARMA S A,3
SORDYL JACEK,3
BARTOSZEWSKI KRZYSZTOF,3
UDS SP Z O O,3
FUNDACJA ROZWOJU KARDIOCHIRURGII,3
SEPPO TAKALA,3
BISKUP MAREK,3
KRZTON ANDRZEJ,3
RESZCZYK PIOTR,3
SLUSARCZYK LUKASZ,3
RAKOWICZ ALEKSANDER,3
DABCZYNSKI ZDZISLAW,3
HINCZEWSKI JERZY ZDZISLAW,3
CHOROBIK PAULINA,3
KARPINSKI MICHAL JERZY,3
SYSTEM SPOLKA AKCYJNA,3
PROTEH SP Z O O,3
VISTAL WIND POWER SP Z O O,3
CZAJKA ADAM,3
SZAWLOWSKA URSZULA MARTA,3
SOSNOWSKI STANISLAW,3
OLEJNIK JOZEF,3
INST INZYNIERII CHEMICZNEJ PAN,3
WDOWCZYK LUKASZ,3
WOJEWODZKI ZWIAZEK SPOLDZIELNI,3
VENTUS SPOLKA Z O O,3
SZUSTER MIROSDAW,3
MAKOMASKI KONRAD,3
ZETKAMA SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,3
NARBUTT MIROSLAW ANDRZEJ,3
POLITECHNIKA IODZKA,3
PHARMENA SPOLKA AKCYJNA PHARMENA S A,3
INST AGROFIZYKI IM BOHDANA DOB,3
MAJEWSKI JACEK,3
NOWAK TOMASZ,3
DUDZIC EWA,3
WROCLAW UNIV OF TECH,3
BRZOZKA KRZYSZTOF,3
INST PRZEMYSLU SKORZANEGO,3
OLEDZKI WIESLAW,3
BEDKOWSKI JOZEF ZBIGNIEW,3
KRAS BARTLOMIEJ STEFAN,3
KLIMECKI MAREK,3
ANDRES MARIAN,3
WOJCIECHOWICZ JACEK,3
DOMURAD ZBIGNIEW,3
LEONHARD LUKASZ JÓZEF,3
GENICORE SP Z O O,3
ROGUT JAN,3
NIZIOLEK JERZY,3
KARBOWNIK MACIEJ,3
SKLADANOWSKI ANDRZEJ M,3
KABELKOM SP Z O O,3
MICHONSKI MICHAL,3
JAROSZYNSKA-WOLINSKA JUSTYNA,3
BIOSECO SP Z O O,3
INST ENERGETYKI,3
ZIUZIA IZABELA,3
BUDWEIL RAFAL,3
INTERNAT INST OF MOLECULAR AND CELL BIOLOGY,3
BUKOWSKA MARIA,3
ZAKLAD APARATURY POMIAROWEJ KW,3
FERROSAN MEDICAL DEVICES SP Z O O,3
WILUSZ TADEUSZ,3
WLOGA DOROTA,3
JANOWSKI KRZYSZTOF,3
GRUSZCZYNSKI MAREK,3
WOJCIECHOWSKI MAREK,3
ZELECHOWSKI MARCIN,3
SKORUT SYSTEMY SOLARNE SP Z O O,3
FRYDEL JAROSLAW ANDRZEJ,3
STANCZYK WLODZIMIERZ,3
ZAZAKOWNY KAROLINA,3
LAUDE SMART INTERMODAL Spólka Akcyjna,3
BIO MORPH SP Z O O,3
EPAR ROAD SP Z O O,3
CHILIK MIECZYSLAW PROD HANDLOWO USLUGOWA POLCHIMET FA,3
CIUPIK LECHOSLAV FRANCISZEK,3
AKTIM SP Z O O,3
PRZEDSIEB BUDOWNICTWA INZYNIER,3
KUCHARCZYK DAMIAN,3
SIMPLA Fabryka Akcesoriów i Czešci Rowerowych,3
STEC WOJCIECH,3
POLSKIE ZAKLADY OPTYCZNE,3
STANGRECIAK MALGORZATA,3
KOSCIELECKA ANNA,3
KOZAK WOJCIECH,3
OPP SP Z O O,3
KOSINSKI BRONISLAW,3
TARGONSKI ZDZISLAW,3
UTC CCS MFG POLSKA SP ZO O,3
FUGLEWICZ BOGUSLAW,3
OSTROWSKI MICHAL,3
UNIV ROLNICZY IM HUGONA KOLLATAJA,3
SIWEK ARTUR,3
STANASZEK GRZEGORZ,3
STEINPOL CENTRAL SERVICES SP Z O O,3
SOBKOWIAK BOLESLAW,3
KUSIAK MIROSLAW,3
TURSKI WALDEMAR,3
ICB PHARMA SPOLKA JAWNA,3
WROCLAWSKIE CENTRUM BADAN EIT SP Z O O,3
PRZED PROD HANDLOWE,3
KWASNY SLAWOMIR,3
MEXEO,3
ZAKLAD PRODUKCJI SPRZETU OSWIE,3
KABELKOM SPOLKA Z O O,3
NAZARCZUK IGA,3
ABB OY,3
TADEUSZ MAZUR CT REHABILITACJI,3
UNIRUBBER SP Z O O,3
SIWEK AGATA MAGDALENA,3
ZYMEK HUBERT,3
PRZED EKSPLOATACJI WEGLA ZACHO,3
ECOBACK SP Z O O,3
KUHNL-KINEL JACEK,3
FEDUNIEWICZ ANNA,3
EKO KON SP Z O O,3
GRUZA MARIUSZ MAREK,3
MIKLASZEWICZ FRANCISZEK,3
KAWALEC MICHAL,3
ASTON INVEST SPÓLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,3
KACZMAREK KAROL,3
3L INVENT SP Z O O,3
MILLIK MARIUSZ,3
LITWIN STANISLAW,3
TOP GAN SP Z O O,3
INST FIZYKI JADROWEJ PAN IM HENRYKA NIEWODNICZANSKIEGO,3
WOJNARSKI JANUSZ,3
HINCZEWSKA BARBARA,3
ZELMER FA,3
CT BADAN DNA SP Z O O,3
KRAMARZ JOZEF,3
INST CHEMII PRZEMYSŁOWEJ,3
KACZMAREK TOMASZ,3
KUBISZEWSKI MAREK,3
IWANICKI KONRAD,3
INST OF POLYMERS AND CARBONS M,3
DUTKIEWICZ JAROSLAW,3
WRZOSEK SLAWOMIR,3
DE FILIPPO EMILIO,3
ZAGORSKI WLODZIMIERZ,3
VALENTIN BUHUS MIRCEA,3
WROCŁAWSKIE CENTRUM BADAŃ EIT + SP. ZO.O.,3
CORA JAROSLAW K,3
PALKA WITOLD,3
CYGANIK PIOTR,3
ZAJAC PIOTR,3
KWIATKOWSKA-PATZER BARBARA,3
SPYCHALA JAROSLAW,3
KRAJEWSKI JAN,3
PACZKOWSKI TOMASZ,3
SZCZEPANIK WALDEMAR,3
SZYDELKO AGNIESZKA,3
STOSIEK KARL,3
Broniszewski Andrzej,3
KRAJEWSKI KRZYSZTOF,3
LABANOWICZ SEBASTIAN,3
ULAK FRANCISZEK,3
PROFIL MET SP J JASINSKI LEITER,3
PULCZYNSKI RAFAL,3
KOCHANOWSKI ANDRZEJ,3
CIECIARA MARIUSZ,3
POCIECHA-LOS ROBERT MICHAL,3
INST BIOPOLIMEROW I WLOKIEN CHEMICZNYCH,3
DOLNY ANNA,3
MAJ JERZY,3
FUK ANNA,3
KAZMIERCZAK ARKADIUSZ,3
CHMIELEWSKI ROBERT,3
KRATA JAROSLAW,3
BARRAL SERGE,3
POLITECHNIKA RZESZOWSKA IM IGNACEGO LUKASIEWICZA,3
RODAKOWSKA EWELINA,3
PRZED INNOWACYJNO WDROZENIOWO,3
NOWAK INNOVATIONS SP Z O O,3
BUREK ARKADIUSZ,3
SAMSUNG ELECTRONICS POLSKA SP Z O O,3
WOJCIECHOWSKI GRZEGORZ,3
MARONA HENRYK,3
SKIBINSKI MICHAL,3
KUMMANT EDMUND,3
KURZAWSKI PAWEL,3
BIPROHUT,3
NOWAK MONIKA,3
RUSIECKI RAFAL,3
PRZEDSIEB PROJEKTOWANIA WYPOSA,3
KONDZIOLKA GRZEGORZ,3
KOLODZIEJ JACEK,3
ZIEBA STANISLAW,3
BURZYNSKI PRZEMYSLAW,3
WESELUCHA ALEKSANDRA,3
BYDGOSKIE B P BADAW,3
OSTROGORSKA MAGDALENA,3
KORNELAK PAWEL,3
MALINOWSKI MARIUSZ,3
MARCZAK TOMASZ,3
JUREWICZ ANNA,3
PRZED PROD HANDLOVO USLUGOWE T,3
MALEK JOZEF,3
SZEWCZYK JANUSZ,3
ZUKIEL RYSZARD,3
STASZOR ROMAN,3
GALAS ADAM,3
DZIEDUSZYCKA MARIA,3
B P I REALIZACJI,3
ZMUDA WIESLAW,3
DOMAN MONIKA,3
SOKULSKA ELZBIETA,3
ZASADA SOBIESLAW,3
PIANKO SZLAMA,3
DANIELEWICZ REGINA,3
FORTUNIAK WITOLD,3
KLUDKIEWICZ BARBARA,3
DOMARECKI WLADYSLAW,3
SEK GRZEGORZ,3
INST NISKICH TEMPERATUR I BADAŃ STRUKTURALNYCH PAN IM,3
KACPRZAK KAROL,3
KOWALSKI JOZEF,3
CIUPIK LECHOSLAW,3
HUTA STALOWA WOLA,3
LUCZNIK BOLESLAW,3
KSZONOWSKI LUKASZ,3
BOGDANSKI KRZYSZTOF,3
SUM MIROSLAW,3
PYTEL ANNA,3
RZEPKOWSKI ANTONI,3
KOTOWSKA MAGDALENA,3
SAKOWICZ JAKUB,3
MAREK ADAM,3
DALASINSKI PAWEL,3
PRZED AMEPOX SO Z O O,3
OKREGOWA SPOLDZIELNIA MLECZARS,3
WYSOCZYNSKA MARIA,3
KOCHMANSKI JAN,3
INST NAWOZOW SZTUCZNYCH W PULA,3
HEPENDO SP Z O O,3
STAWINSKI JACEK,3
MALICKI STAVOMIR,3
MICHNO SYSTEM SP Z O O,3
BRONOWSKI MAREK,3
BEME MARCIN,3
TDS POLSKA SP Z O O,3
WUJCICKI ARTUR,3
MATYSIAK JOANNA,2
PROFF HOUSE SP Z O O,2
INTERNAT TOBACCO MACHINERY SP Z O O,2
KOCANDA STANISLAW SLAWOMIR,2
WROBLEWSKI MIROSDAW,2
TORQWAY SP Z O O,2
AUTO HIT S A,2
TUREK JAROSLAW,2
DAJNOWIEC FABIAN JULIAN,2
BOMBARDIER TRANSP ZWUS POLSKA SP Z O O,2
INST SADOWNICTWA KWIACIARSTWA,2
RIESKE PIOTR,2
GALUS WIESLAW,2
UNISERVICE KATARZYNA LESNIK GAJEWSKA,2
ZAWISLAK HENRYK,2
TS OSRODEK BADAN ROZWOJU,2
SZELA ZBIGNIEW,2
SKLADANOWSKI ANDRZEJ,2
SPYRA PRIMO POLAND SP Z O O,2
ZYLOWSKI SEBASTIAN,2
BILSKA JADWIGA,2
ZAKLADY MECHANICZNE KAROLA SWI,2
ELEKTROTECHNICZNA SPOLDZIELNIA,2
CZAPIGA BOGDAN,2
KUBICKI ARTUR,2
JANKAU JERZY,2
REMISZEWSKI KRZYSZTOF,2
STACHOŃ CEZARY,2
ZAKLAD DOSWIADCZALNY PRZY WYTW,2
KOCJAN WOJCIECH M,2
PRODROMUS SPOLKA Z O O,2
ROZANSKA-ZAWORSKA KAROLINA,2
CHEMICZNA SPOLDZIELNIA SYNTEZA,2
ZACZEK MACIEJ,2
ZELMER RZESZOW FA,2
KOSTRZAK ANNA,2
CZEPELAK HELENA,2
PRZYSIEZNY MIROSLAW,2
GRABOS ANDRZEJ,2
EMO NEON SPOLKA JAWNA REKLAMOWA JOZEF ZURAWSKI TOMASZ MORAWIEC FA,2
KOZIEL MAREK,2
GLASER RYSZARD,2
KAZEK GRZEGORZ,2
ZORTRAX SP Z O O,2
JASINSKA LIDIA,2
MALICKI SLAVOMIR,2
CT ONKOLOGII INST IM M SKŁODOWSKIEJ CURIE W WARSZAWIE ODDZIAŁ W GLIWICACH,2
URBANEK MIROSLAW,2
JAROSZEWICZ ANATOLIUSZ Z,2
SZCZODRAK JANUSZ,2
TS B K OBRABIAREK,2
JEDRZEJ BLAUT DESIGN,2
MED LIFE POLSKA SP Z O O,2
BIRKONSKI FELIX,2
KUNCE DANUTA,2
ORACZ TOMASZ,2
PYZOWSKI JAROSDAW,2
AUTOMATION 21 LLC,2
CETEAM SP ZO O,2
STANCZYK PIOTR,2
WLODARCZYK JAKUB,2
MIKOLAJCZYK WLODZIMIERZ,2
GRZESIAK MAURYCY JACEK,2
BP TECHEM SA,2
ZALEWSKI ŁUKASZ,2
MAJKA GRZEGORZ,2
TRZYNA MARCIN GRZEGORZ,2
GRIEB PAWEL,2
KORDECKA WIESLAWA,2
JOZEFIAK DAMIAN,2
MICHALAK PAWEL,2
TORUNSKIE ZAKLADY PRZEMYSLU NI,2
PURTAK MARCIN,2
SZAKOLA ARKADIUSZ,2
RYDEL TOMASZ,2
ORLOWSKA ALICJA,2
PAWLOWSKI ADAM,2
SARNACKI LUKASZ,2
INST MEDICAL BIOLOGY OF THE POLISH ACADEMY OF SCIENCES,2
FRAJTAK MAREK,2
INST CHEMII BIOORGANICZNEJ POLSKIEJ AKADEMII NAUK,2
MEBLI BIUROWYCH MIKOMAX SP Z O O FAB,2
KUCHARSKI MAREK,2
GRZYWA EDWARD,2
Pawłowski Maciej,2
PYTEL MICHAL,2
ZIOLKO MICHAL,2
JOZWIK JULITA,2
GOLEBIEWSKI PIOTR,2
CUSTOM ART - PIOTR GRANICKI,2
UNIWERSITY OF GDANSK,2
INST TECHNOLOGII BEZPIECZENSTWA MORATEX,2
DYMECKI REMIGIUSZ,2
BOCHENEK GRAZYNA,2
MACIEJEWSKI GRZEGORZ,2
THUNDERBRIDGE SP Z O O,2
MECIK MIROSLAW,2
AVNY IND CORP SPOLKA Z O O,2
PRZED MECHANIZACJI PRODUKCJI Z,2
LESZCZYNSKI MICHAD,2
BUJOK WOJCIECH,2
ZAKLADY PRZEMYSLU PRECYZYJNEGO,2
STERA SLAWOMIR,2
ZAKLAD PROD USLUGOWY MIEDZYRZECZ POLSKIE RURY PREIZOLOWANE SP Z O O,2
ASPA ZAKLADY APARATURY SPAWALN,2
PZ HTL SPÓLKA AKCYJNA,2
ALUMAST SPOLKA AKCYJNA,2
ZABIELSKI ROMUALD,2
GAZY LESZEK,2
BODZIOCH MAREK,2
JOZWIAK BARTLOMIEJ PIOTR,2
MR PUR IZOLACJE,2
PACHARZYNA RAFAL,2
INTEGER PL SPÓŁKA AKCYJNA,2
GRZYBOWSKA JOLANTA,2
PILAB SPOLKA AKCYJNA,2
LAGUTKO KRZYSZTOF WLODIMIERZ,2
STOPA MARCIN,2
WAWRZYNSKA ANNA,2
FORMES SP Z O O,2
Amazon Filters Spółka z Ograniczoną Odpowiedzialnością,2
PIERZYNSKI PIOTR,2
KOWALIK EDWARD,2
INST AGROFIZYKI IM BOHDANA DOBRZANSKIEGO POLSKIEJ AKADEMII NAUK,2
WAWROWSKI MARIUSZ R,2
OS BAD ROZWOJOWY AUTOMAT I,2
DOLECKI JAN,2
PRZED USLUGOWO PROD I WDRAZANI,2
REMAK ROZRUCH SA,2
B ST P REALIZAC,2
JASINSKI TOMASZ,2
TSYMBAL WIKTOR,2
BOSSG & EIT & TECHNOLOGIES SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,2
ZAKLADY SPRZETU BUDOWLANEGO NR,2
KOZLOWSKI TOMASZ,2
KUCHARSKI ROBERT,2
MONEO PHARMA GROUP SP Z O O,2
Uniwersylet Jagiellonski,2
KIRCHHOFF POLSKA SP Z O O,2
KAJ SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,2
NIV ANDRZEJ,2
SKALSKI BOHDAN,2
B ST P REALIZA,2
DUBIEL VITRUM SP J,2
SLASKI UNIV MEDYCZNY W KATOWICACH,2
CT MATERIALOW POLIMEROWYCH I WEGLOWYCH PAN,2
PANUSZEWSKI ANDRZEJ,2
KRYSZTOF MICHAL JAN,2
SEMAN ALEKSANDER,2
OS BAD ROZWOJOWY CEBEA,2
PRZED MONTAZU I DOSTAW PIECOW,2
POLMO FABRYKA MECHANIZMOW SAMO,2
BUZALEWICZ IGOR,2
TOMECZKO DARIUSZ,2
HUTA ZABRZE,2
ZIELINSKI ANTONI,2
SZEWCZYK TOMASZ,2
ZECIN DARIUSZ,2
SMART MIRRORS SP Z O O,2
BACINSKA ALICIA,2
FALACIŃSKI JAKUB,2
ADAPTRONICA SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,2
LESNIKOWSKI ZBIGNIEW J,2
ZULAWSKI SLAWOMIR,2
TATARA MARCIN,2
SCHERESCHEWSKI SAMUEL,2
KANDEFER STANISLAW,2
SIKORSKI ANDRZEJ,2
PRUSAK KAMIL,2
S & CIR & WIRSKA ALICJA,2
ROMAN WANDA,2
ZAREMBA ANDRZEJ,2
SOSINSKI RYSZARD,2
MEZYK PIOTR,2
KOPERA EDYTA,2
SPOLKA WODNA ZAWIERCIE,2
INLINE POLAND SP Z O O,2
SACZYNSKA VIOLETTA,2
GORZYNSKI JAKUB,2
WARMUZ MARIAN,2
ZAWADZKI PIOTR,2
STANIKOWSKI ANDRZEJ,2
ZABROCK JANUSZ,2
WYSOCKA ANNA,2
INST BUDOWNICTWA MECH,2
KASPRZYK JERZY,2
INST CHEMII PRZEMYSLOWEJ IM PROF IGNACEGO MOSCICKEIGO,2
B P BUDOWN PRZEMYSLO KOPALN,2
IGNATOWICZ DAWID,2
BROTSKEY MILITARY TECHNOLOGY A,2
PZL-SWIDNIK,2
INST CHEMICZNEJ PRZEROBKI WEGLA,2
INST PODSTAW INZYNIERII SRODOW,2
KORCZAK KATARZYNA,2
KACYNSKI ZBIGNEW,2
INST OF ORGANIC CHEMISTRY POLI,2
FRESH ART SP Z O O,2
GACKOWSKI ANDRZEJ,2
POTOCKI PAWEL,2
STAKO SP JAWNA,2
CZAPKA ZBIGNIEW,2
JEDLINSKI ZBIGNIEW,2
WOJNA ARKADIUSZ G,2
WIDO-PROFIL-SPOLKA Z ORGANICZONA,2
UKLEJEWSKI RYSZARD,2
INST WLOKIEN CHEMICZNYCH UL,2
RUTKOWSKI PIOTR,2
KONIECZNY MAREK TADEUSZ,2
JUREK TOMASZ,2
HALAREWICZ JAROSLAW,2
WEB ENGINES PIOTR SZELIGA,2
SZNITOWSKA MALGORZATA,2
BORKOWSKI MAREK,2
KOMISARCZYK AGNIESZKA,2
NOBEL PAUL,2
MIDAK WLODZIMIERZ JOZEF,2
JANKOWSKI JACEK,2
ZAKLADY ELEKTRO MASZYN PREDOM,2
DZIUBASIK DAMIAN,2
RGB TECHNOLOGY SPOLKA CYWILNA,2
RULKA ANNA,2
TS LABO AKUMULATOROW,2
KOPALNIA WEGLA KAMIENNEGO MARC,2
SEBASTIANI ILIO,2
CHOJNACKI WOJCIECH,2
WRÓBEL TOMASZ,2
BIRKONSKI FELIKS,2
BIALAS MARCIN,2
MAKS SP Z O O,2
UDS SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,2
POTEMPA JAN,2
OSZCZAPOWICZ IRENA,2
WITKIEWICZ WOJCIECH,2
BEDNARKIEWICZ ARTUR,2
HAGER POLO PRODUKCJA SP Z O O,2
EASY FUNDS SP Z O O,2
LESNIKOWSKI ZBIGNIEW,2
PRZEMYSLOWY INST MASZ ROLNICZY,2
UNIV MEDYCZNY IM PIASTÓW ŚLĄSKICH WE WROCŁAWIU,2
MUSIOL KAROL,2
EVERGREEN JANUSZ ZAKRZEWSKI,2
P P H U KOMINKOWY WKLAD WEDZAC,2
HOLC KATARZYNA,2
WIESLAW BICZ,2
GAJDZIŃSKI SŁAWOMIR,2
FRANCZYK EWELINA,2
NARUSZEWICZ LESZEK,2
STARZYKOWSKI SLAWOMIR,2
NEUROHM SP Z O O SPOLKA KOMANDYTOWA,2
KOZACZKO JOZEF,2
KONIECZNY MAREK,2
PIECZYKOLAN JERZY,2
LUKOMSKA BARBARA,2
BIOCENTRUM SP Z O O,2
OPUS SP Z O O GLIWICE,2
ZENTIS POLSKA SPOLKA Z O O,2
B P K,2
JOPEK WOJCIECH,2
BARTCZAK PIOTR,2
BENTLEY DOUG,2
SZMUC WOJCIECH,2
WARSAW UNIV OF TECH,2
BRZANA JACEK,2
LICZNERSKI PAWEL KRYSZTOF,2
KICKO-WALCZAK EWA,2
GORECKI SEBASTIAN,2
MALECKI MIKOLAJ MICHAL,2
STACHOWICZ JERZY,2
ZAKLADY K MECHANIZA,2
KURYLOWICZ WLODZIMIERZ,2
MATUSZEWSKI MARCIN WIESLAW,2
FEDOROWICZ-STRONSKA OLGA,2
KONIECZNA MALGORZATA,2
TYPOWYCH ELEMENTOW HYDRAULIKI,2
KIELKIEWICZ DAMIAN,2
JURCZYK KRZYSZTOF,2
ZIELINSKI DAMIAN,2
STAWISZYNSKI MACIEJ,2
SZELAGOWSKI MICHAL,2
CHMURSKI KAZIMIERZ,2
KWINKOWSKI MAREK,2
INST MEDYCYNY DOSWIADCZALNEJ I KLINICZNEJ IM M MOSSAKOWSKIEGO PAN,2
SIARA RYSZARD,2
PSIUCH BARTOSZ,2
JANIK PRZEMYSLAW,2
MOSZUMANSKI MACIEJ,2
FINDEISEN ANDRZEJ,2
GUZENDA PIOTR JAN,2
GASTROPOLAND SP Z O O,2
HAN STANISLAW,2
SEQUOIA SP Z O O,2
MEDINICE SPOLKA AKCYJNA,2
IDAP TECH SP Z O O,2
URBANSKI ANDRZEJ,2
OPAS PIOTR,2
DA CRUZ GONCALVES NELSON MIGUEL,2
ZAKL MECH IM GEN K S,2
CT TECH KOMUNAL,2
PROCHEM SZEJA,2
TS B KONSTRUKCJI OKRETOWYCH NR,2
WALCZAK RAFAL,2
PIOTROWICZ KAZIMIERZ,2
POLSKA EKSTRUZJA SPOLA Z OGRANICZONA ODPOWIEDZIALNOSCIA,2
MULAWKA JAN,2
SERRANO-FERNANDEZ PABLO,2
REJMAN MARCIN,2
ZEMBROWSKI KRZYSZTOF,2
KRZYWDA ANDRZEJ,2
NESTERUK KRYSZTOF,2
GOSIENIECKI LUKASZ,2
SEED LABS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2
DOMENIGHINI GABRIELE,2
KONIECZNA IWONA,2
STUDIO DOM SP Z O O,2
CENTRUM ONKOLOGII - INST IM MARII SKLODOWSKIEJ-CURIE,2
INST HODOWLI I AKLIMATYZACJI ROSLIN PLANT BREEDING AND ACCLIMATIZATION INST,2
P P H U PLEXIFORM LECH MICHALC,2
TABOR MICHAL,2
WAWRZYNIYK MAREK,2
OS BAD ROZWOJOWY KOPAR,2
TECHPLAST SPÓLKA Z O O,2
ŁAZUR ZBIGNIEW,2
HEWALEX SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA SPOLKA KOMANDYTOWA,2
URZADZEN MECH BUMAR LABENDY,2
KOSMETYKOV POLLENA EVA S A FAB,2
NANOMETALLURGY SA,2
ENEREKO SP Z O O,2
BORYS JACEK,2
PROSTER SPOLDZIELN PRACY,2
KURDIEJ BANJAMIN,2
INST CHEMI ORGANICZNEJ PAN,2
PRZED PROD WDROZENIOWE IFOTAM SP Z O O,2
WALA SPOLKA Z O O,2
JAKOBCZAK ANTONI,2
MUSIAL PIOTR,2
ABRATANSKI ANTONI,2
PETER WIRSKI MACIEJ,2
INDYWIDUALNA SPECJALISTYCZNA PRAKTYKA LEKARSKA DR MED BARTLOMIEJ KALUZNY,2
SKORUT SYSTEMY SOLARNE - SP Z O O,2
BIALOWIEC ANDRZEJ STANISLAW,2
JARMUNDOWICZ WLODZIMIERZ,2
Rybak Andrzej,2
INST NAUKOWO BADAWCZY SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,2
GOLD LECH,2
SKALSKI MARCIN,2
MASIUK SERHII,2
SPOLEM TS ZWIAZEK,2
WIERZBICKI STANISLAW,2
WYTWORNIA ZWIAZKOW ORGANICZNYC,2
IZBA WELNY,2
KRAWCZYK BOGUSLAW,2
SYNAK PIOTR D,2
TRZYNA MARCIN,2
SZOSTKO BERNADETA,2
KRYWKO KRZYSZTOF,2
APEIRON SYNTHESIS SP Z O O,2
MEKAL JOLANTA,2
OS BAD ROZWOJOWY TECH MEDYC,2
MATEX CONTROLS SP Z O O,2
WARSAW UNIVERSITY OF LIFE SCIE,2
LIGOCKI WIESLAW,2
FILCEK MAGDALENA,2
SBI POLSKA SP Z O O,2
TOMASZOWSKA ALINA A,2
KROLEWSKI JAROSLAW,2
OPALINSKA AGNIESZKA,2
P Z HTL SPOLKA AKCYJNA,2
ARTYMINSKI PAWEL STEFAN,2
PRZED CIMAT SP Z O O,2
B PROJEKTOW PRZEMYSLU CEMENTOWEGO,2
PLUCIENNIK TOMASZ,2
MAZURKIEWICZ ANNA,2
Jeziórska Regina,2
WIECZOREK RYSZARD,2
GOSZYK-DUS DANUTA,2
OS BAD ROZWOJOWY URZADZEN INFO,2
HELMAN JAN,2
DABROWSKI SLAWOMIR,2
WALCZAK JAROSLAW,2
TUKALSKA ALEKSANDRA,2
BACINSKI ANDRZEJ,2
POLANSKI RAFAL,2
SZOSTEK LUKASZ,2
HUZAR POWER SP Z O O,2
KAZANA KRZYSTOF,2
HENKEL POLSKA SP Z O O ODDZIAL RACIBÓRZ,2
SYNAK PIOTR,2
RUSZAK MONIKA,2
PASIEWICZ ANDRZEJ,2
CREATON POLSKA SP Z O O,2
NOWAK JAROSLAW,2
GODAWSKI MAREK,2
FIBRAIN SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,2
STELMACHOWSKI PAWEL,2
BUJARSKI JOZEF,2
FROMOWITZ PIOTR,2
DWORNICZEK EWA,2
SLESAK IRENEUSZ,2
KOPINSKI PIOTR JAN,2
KORZELSKI ZBIGNIEW DELKI POLPOINT,2
Kolczok Tadeusz,2
CISZEWSKI KRZYSZTOF,2
SZCZUBIALKA KRZSYZTOF,2
CENTRUM BADAWCZO ROZWOJOWE NOVASOME SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,2
PIETRZAK PRZEMYSLAW,2
MROKOWSKI STEFAN VON,2
NORDCOM SP Z O O,2
KOLODZIEJCZYK MAREK,2
DALASINKI PAWEL,2
POLAK MICHAL,2
ZUGIL S A,2
WODNICKI JANUSZ,2
REBNICK YASHKINBIERRE MINING C,2
STUDNICKI CZESDAW,2
DEMS MACIEJ,2
HEMPOWICZ PAWE,2
MDH SP Z O O,2
SZUMLANSKI BARTOSZ,2
GOLEC SLAWOMIR JOZEF,2
WESTMONT INVEST SP Z O O,2
MYCKO MARCIN,2
KOWALIK WOJCIECH,2
MANKOWSKI PAWEL,2
CT TRANSFERU TECHNOLOGII MEDYCZNYCH PARK T SP Z O O,2
PIOTROWSKA AGNIESZKA,2
WALCZAK JERZY PIOTR,2
REVOLVENT SPÓŁKA AKCYJNA,2
SZYMANDERA ALEKSANDER KRZYSZTOF,2
BREVIS S S MAREK CWIKILEWICZ KRZYSZTOF DZIEZA,2
GAWLAS KRZYSZTOF,2
TRIGGO S A,2
NANO CARBON SP Z O O,2
LAVI NOAM,2
OCHAL PAWEL,2
GRZESIAK LECH,2
FIREWORKS EUROPE INNOVATION SP Z O O,2
INST CHEMICZNEJ PREZEROBKI,2
LESINSKI HENRYK,2
TERELAK MARET GRZEGORZ,2
TYCZEWSKA AGATA,2
KASZA KRYSZTOF,2
ZAPALA ROBERT,2
WIELTON SA,2
KAZMIERCZAK TOMASZ,2
WOJEWODZKI FUNDUSZ OCHRONY SRO,2
BIOTECH INNOVATIONS SP Z O O,2
MISIEWICZ ANNA,2
LOZINSKI TOMASZ,2
JASINSKA URSZULA T,2
CAMRA JOZEF,2
ZAKLADY WYTWORCZE PRZYRZ,2
LUKOWICZ MIROSLAW,2
KONGSKILDE POLSKA SP Z O O,2
INST IMMUNOLOGII I TERAPII DOŚWIADCZALNEJ POLSKIEJ AKADEMII NAUK,2
CERTOOLS SP J,2
POKORSKI MIECZYSLAW,2
CHWOROS ARKADIUSZ,2
MG CHORZOW SPOLKA Z O O,2
MYL LUKASZ,2
GESTING POLAND SP Z O O,2
PRZYBYSZ ZBIGNIEW,2
